16 22106 83718
1 3500 428.64 -290.18
15 3500 450.03 -112.07
0 3501 -131.84 -207.68
1 3501 -14.88 -134.09
15 3501 -181.77 -161.91
0 3502 292.83 -297.27
1 3502 368.24 -358.57
15 3502 406.54 -227.98
0 3503 -56.24 99.82
1 3503 146.38 139.89
10 3503 -169.94 251.02
15 3503 -122.72 264.57
0 3504 -62.46 86.49
1 3504 136.22 128.52
7 3504 -171.75 182.98
10 3504 -175.78 235.13
15 3504 -129.1 245.88
0 3505 -70.32 54.39
1 3505 118.31 99.93
10 3505 -181.31 197.42
15 3505 -135.21 201.5
0 3506 2.96002 -115.5
1 3506 128.22 -84.07
15 3506 -15.35 -19.1
0 3507 321.87 -250.3
1 3507 408.93 -321.58
12 3507 402.46 -136.44
15 3507 439.13 -160.44
0 3508 -85.07 47.05
1 3508 104.45 95.9
7 3508 -188.51 138.99
15 3508 -153.28 188.81
0 3509 -415.86 -170.44
1 3509 -243.7 -20.19
15 3509 -567.45 -152.03
0 3510 265.54 -294.61
1 3510 338.57 -346.4
7 3510 219.86 -136.57
10 3510 243.09 -170.34
15 3510 367.39 -227.91
0 3511 -306.96 30.52
1 3511 -73.93 134.76
7 3511 -443.98 62.18
10 3511 -455.38 147.31
15 3511 -442.22 137.19
0 3512 550.07 81.64
1 3512 803.03 -68.67
15 3512 727.96 324.69
0 3513 33.17 -101.94
1 3513 162.73 -80.32
10 3513 -43.73 26.03
15 3513 24.11 3.16998
0 3514 274.23 -117.84
1 3514 398.18 -171.87
0 3515 -74.7 10.03
1 3515 100.25 58.45
7 3515 -169.25 106.19
10 3515 -180.95 145.14
13 3515 291.58 -223.28
15 3515 -135.49 141.02
0 3516 177.53 -239.67
1 3516 256.15 -259.47
6 3516 254.12 -183.89
10 3516 136.5 -116.98
15 3516 236.71 -164.14
0 3517 97.91 -233.11
1 3517 178.67 -226.65
6 3517 175.11 -200.9
10 3517 44.4 -118.13
15 3517 127.53 -165.62
0 3518 266.05 -280.72
1 3518 341.95 -331.99
15 3518 366.35 -208.95
0 3519 292.83 -297.27
1 3519 368.24 -358.57
15 3519 406.54 -227.98
0 3520 44.28 -138.49
1 3520 159.13 -118.41
15 3520 42.85 -44.47
0 3521 123.15 -47.59
1 3521 263.72 -53.91
10 3521 53.96 99.16
15 3521 137.8 89.15
0 3522 -408.04 -174.6
1 3522 -238.26 -26.32
7 3522 -500.96 -158.9
15 3522 -556.18 -157.16
0 3523 -308.48 -471.1
1 3523 -254.51 -324.84
7 3523 -321.41 -428.31
15 3523 -386.23 -542.94
0 3524 -47.58 -148.87
1 3524 71.66 -101.32
15 3524 -78.7 -71.25
0 3525 -191.35 -36.62
1 3525 -20.17 46.09
10 3525 -311.99 78.55
15 3525 -285.93 60.95
0 3526 335.77 433.41
1 3526 723.27 352.98
14 3526 646.82 -290.54
0 3527 122.21 411.17
1 3527 483.12 387.07
5 3527 524.5 -242.59
8 3527 -60.06 121.27
14 3527 434.6 -324.84
0 3528 206.47 332.24
1 3528 543.26 284.89
6 3528 -185.62 361.42
0 3529 -326.86 297.1
1 3529 -3.45001 391.09
0 3530 -323.62 289.49
1 3530 -2.08002 382.79
0 3531 -326.04 286.59
1 3531 -4.97998 380.64
8 3531 -408.53 -17.01
0 3532 -331.51 284.63
1 3532 -10.98 380.05
8 3532 -413.56 -19.28
0 3533 443.01 280.1
1 3533 767.08 167.93
10 3533 396.16 518.32
0 3534 -345.61 279.57
1 3534 -25.85 378.79
0 3535 -382.43 272.66
1 3535 -60.89 381
7 3535 -580.07 286.26
10 3535 -577.69 427.02
0 3536 447.7 244.96
1 3536 761.43 129.51
0 3537 64.3 242.73
1 3537 362.92 235.27
0 3538 442.84 242.65
1 3538 755.2 128.67
0 3539 454.67 241.44
1 3539 767.52 123.74
0 3540 460.24 234.42
1 3540 770.92 115.02
0 3541 307.97 233.34
1 3541 611.05 157.4
7 3541 120.87 347.51
10 3541 242.26 448
0 3542 203.09 233.23
1 3542 500.82 187.31
6 3542 -123.55 252.42
0 3543 471.48 231.03
1 3543 781.6 108.06
0 3544 454.18 223.32
1 3544 761.3 105.02
0 3545 456.45 221.11
1 3545 762.72 102.05
0 3546 -317.47 199.5
1 3546 -23.16 295.51
0 3547 -244.17 190.91
1 3547 42.86 268.58
0 3548 -234.13 190.7
1 3548 52.1 265.57
7 3548 -407.18 228.16
0 3549 -198.89 182.17
1 3549 82.94 248.43
0 3550 -136.54 180.22
1 3550 141.72 229.83
6 3550 -498.25 90.8
0 3551 -199.66 179.26
1 3551 80.7 245.67
0 3552 202.77 164.15
1 3552 424.93 130.01
13 3552 503.16 -73.11
14 3552 713.36 -560.41
0 3553 494.01 150.18
1 3553 779.06 17.01
0 3554 529.78 115.48
1 3554 792.61 -27.53
6 3554 336.34 236.23
7 3554 365.73 276.92
10 3554 511.47 331.81
12 3554 425.86 246.12
0 3555 -144.47 88.61
1 3555 72.92 150.55
10 3555 -271.54 229.42
12 3555 -272.3 89.19
0 3556 41.74 87.16
1 3556 229.1 101.75
5 3556 673.26 -570.59
8 3556 156.57 47.27
10 3556 -54.29 246.92
15 3556 10.01 261.99
0 3557 -315.72 67.91
1 3557 -68.75 172.07
0 3558 180.86 58.01
1 3558 355.54 33.02
0 3559 -318.3 53.43
1 3559 -76.09 159.35
0 3560 264.31 49.03
1 3560 441.55 -2.04999
10 3560 208.11 225.09
0 3561 532.03 4.75
1 3561 760.45 -143.48
0 3562 558.5 -24.41
1 3562 777.74 -182.24
0 3563 -406.92 -34.09
1 3563 -188.32 102.09
0 3564 -415.33 -39.68
1 3564 -197.79 99.29
0 3565 282.12 -103.69
1 3565 411.99 -160.83
10 3565 243.55 50.33
0 3566 337.88 -140.72
1 3566 459.14 -216.71
0 3567 600.79 -232.58
1 3567 737.12 -408.76
6 3567 570.56 -98.3
0 3568 636.62 -237.18
1 3568 776.16 -427.75
12 3568 673.4 -78.84
0 3569 639.09 -258.01
1 3569 769.85 -449.66
10 3569 670.17 -88.83
12 3569 685.59 -98.09
0 3570 636.97 -287.48
1 3570 754.97 -478.98
7 3570 544.36 -77.55
0 3571 -38.72 -377.33
1 3571 18.73 -323.59
15 3571 -33.86 -378.3
0 3572 519.95 -396.2
1 3572 579.79 -542.2
7 3572 464.89 -195.36
0 3573 532.7 -402.39
1 3573 591.09 -553.54
0 3574 491.24 -436.28
1 3574 532.24 -570.68
0 3575 -172.39 -538.64
1 3575 -156.86 -430.6
7 3575 -163.64 -465.44
0 3576 -83.18 -539.89
1 3576 -76.11 -461.86
6 3576 66.24 -656.65
0 3577 -123.61 -548.11
1 3577 -115.96 -455.09
6 3577 27.11 -684.31
0 3578 -66.76 -565.54
1 3578 -70.2 -490.61
0 3579 -63.22 -570.38
1 3579 -68.66 -496.25
0 3580 346.32 435.54
1 3580 736.11 352.37
0 3581 339.59 434.45
1 3581 727.88 352.96
0 3582 182.26 395.78
1 3582 543.11 355.05
0 3583 210.21 383.45
1 3583 567.54 335.4
0 3584 192.88 341.12
1 3584 532.54 297.67
6 3584 -207.46 367.7
0 3585 192.88 341.12
1 3585 532.54 297.67
6 3585 -207.46 367.7
9 3585 -200.59 167.53
10 3585 96.68 565.35
14 3585 526.43 -395.98
0 3586 254.25 313.07
1 3586 586.31 252.37
0 3587 -320.24 304.77
1 3587 5.12 396.72
0 3588 445.15 282
1 3588 770.52 168.84
0 3589 57.68 242.83
1 3589 356.13 237.38
6 3589 -301.36 220.46
0 3590 493.37 242.19
1 3590 806.92 114.6
0 3591 -446.57 225.31
1 3591 -133.57 352.11
0 3592 480.26 223.78
1 3592 788.49 98.09
0 3593 -170.72 219.99
1 3593 123.46 276.72
0 3594 464.37 206.91
1 3594 766.97 84.38
0 3595 -223.7 202.29
1 3595 66.11 273.99
0 3596 462.26 199.89
1 3596 762.25 78.02
0 3597 442.59 189.17
1 3597 738.52 72.92
0 3598 -234.24 185.23
1 3598 49.94 260.54
0 3599 -147 177.31
1 3599 130.43 229.79
9 3599 -409.47 2.67999
0 3600 576.75 44.36
1 3600 818.64 -116.06
0 3601 -262.09 37.57
1 3601 -29.5 129.04
0 3602 611.88 -1.94
1 3602 841 -176.12
0 3603 571.22 -3.02002
1 3603 798.16 -163.97
6 3603 419.81 118.64
0 3604 513.24 -113.79
1 3604 690.06 -256.86
0 3605 -69.68 -124.33
1 3605 60.75 -71.46
0 3606 -373.65 -157.72
1 3606 -201.76 -20.66
0 3607 521.85 -175.91
1 3607 673.26 -322.4
0 3608 235.41 -176.54
1 3608 338.02 -217.62
0 3609 570.49 -220.21
1 3609 708.35 -385.07
0 3610 -456.53 -249.65
1 3610 -307.82 -80.41
0 3611 546.31 -369.18
1 3611 619.76 -525.69
0 3612 546.31 -369.18
1 3612 619.76 -525.69
0 3613 657.23 -377.08
1 3613 739.72 -578.28
0 3614 554.94 -379.46
1 3614 624.49 -539.02
0 3615 -66.45 -502.39
1 3615 -46.07 -432.79
0 3616 -116.83 -523.27
1 3616 -100.37 -434.83
0 3617 -99.73 -554.17
1 3617 -96.45 -469.26
6 3617 57.69 -679.35
0 3618 196.61 422.77
1 3618 566.19 379.16
0 3619 186.2 370.54
1 3619 537.04 328.68
10 3619 86.32 599.75
0 3620 505.76 347.23
1 3620 854.9 222.26
0 3621 -450.81 223.58
1 3621 -138.08 351.73
0 3622 -123.87 223.19
1 3622 169.76 267.59
0 3623 465.4 197.13
1 3623 764.43 74.59
0 3624 -216.81 169.97
1 3624 61.2 241.55
0 3625 364.21 20.28
1 3625 550.42 -65.92
7 3625 251.06 179.94
0 3626 412.49 17.7
1 3626 606.31 -84.45
0 3627 545.13 -3.52002
1 3627 771.51 -156.23
7 3627 397.03 164.7
10 3627 539.26 194.97
13 3627 764.12 -210.92
0 3628 -374.09 -170.88
1 3628 -207.32 -32.44
6 3628 -549.58 -393
0 3629 -383.97 -171.68
1 3629 -216.03 -30.19
0 3630 45.26 -190.69
1 3630 144.58 -169.9
10 3630 -20.81 -74.93
0 3631 626.98 -222
1 3631 770.9 -407.64
0 3632 601.04 -229
1 3632 738.99 -405.44
0 3633 663.49 -284.57
1 3633 786.74 -486.72
0 3634 641.94 -298.22
1 3634 756.13 -491.86
0 3635 482.99 -384.98
1 3635 544.56 -517
0 3636 -153.84 -524.12
1 3636 -134.61 -423.43
6 3636 -23.18 -673.71
7 3636 -148.55 -446.65
0 3637 -122.88 -543.46
1 3637 -113.63 -451.25
7 3637 -113.45 -458.45
9 3637 113.43 -446.96
0 3638 -127.64 -555.34
1 3638 -122.49 -460.61
0 3639 119.29 -560.84
1 3639 107.31 -551.85
6 3639 295.06 -590.01
10 3639 102.67 -491.23
0 3640 194.7 402.5
1 3640 558.53 358.54
8 3640 -5.35998 115.53
11 3640 332.91 -342.89
0 3641 194.9 396.71
1 3641 556.74 352.71
13 3641 348.92 93.57
14 3641 510.13 -336.61
0 3642 380.83 353.75
1 3642 739.5 258.85
0 3643 366.4 332.98
1 3643 715.08 241.09
0 3644 -294.56 326.97
1 3644 37.07 411.21
0 3645 -309.28 297.67
1 3645 14.04 386.82
0 3646 -147.91 189.64
1 3646 134.02 241.99
0 3647 -183.85 188.41
1 3647 99.37 250.24
0 3648 -143 173.83
1 3648 133.44 225.31
0 3649 -178.51 170.17
1 3649 97.41 231.4
0 3650 -158.03 169.15
1 3650 117.04 224.82
0 3651 142.7 -215.85
1 3651 230.04 -225.15
0 3652 603.8 -223.9
1 3652 744.53 -401.76
0 3653 740.78 -310.21
1 3653 866.49 -545.57
7 3653 640.35 -80.56
0 3654 600.88 -320.72
1 3654 700.68 -498.29
0 3655 178.53 -347.86
1 3655 236.48 -368.32
0 3656 553.79 -374.98
1 3656 625.42 -534.28
0 3657 555.33 -389.93
1 3657 620.31 -549.87
0 3658 407.82 368.83
1 3658 777.27 266.87
0 3659 383.36 363.82
1 3659 746.44 268.43
0 3660 -203.78 171.51
1 3660 74.14 239.42
0 3661 -343.32 283.82
1 3661 -21.83 382.45
0 3662 -343.32 283.82
1 3662 -21.83 382.45
0 3663 101.92 -557.21
1 3663 92.7 -541.89
0 3664 -340.96 307.51
1 3664 -14.53 404.75
5 3664 52.26 -357.15
0 3665 -335.58 297.52
1 3665 -11.95 393.58
0 3666 -438.67 258.85
1 3666 -117.08 381.94
0 3667 -319.6 295.14
1 3667 3.16998 387.24
0 3668 310.34 -262.42
1 3668 394.3 -329.24
12 3668 392.83 -156
15 3668 425.21 -178.4
0 3669 585.48 183.29
1 3669 871.96 27.9
10 3669 571.46 418.04
0 3670 314.3 -62.34
1 3670 460.76 -130.27
7 3670 227.59 99.03
10 3670 276.5 101.58
13 3670 641.94 -254.91
15 3670 404.53 94.71
0 3671 -194.34 -453.77
1 3671 -145.82 -345.7
0 3672 -245.49 -580.24
1 3672 -238.06 -443.37
9 3672 27.04 -524.73
0 3673 52.98 491.69
1 3673 430.53 487.76
0 3674 354.1 -328.76
1 3674 422.71 -411.83
0 3675 350.2 547.56
1 3675 774.46 471.47
0 3676 -158.2 318.58
1 3676 170.33 368.03
11 3676 7.71997 -428.53
0 3677 167.11 528.19
1 3677 562.3 496.45
0 3678 318.31 546.76
1 3678 737.48 478.52
0 3679 357.79 -25.21
1 3679 524.45 -108.25
15 3679 461.67 151.65
0 3680 268.97 0.859985
1 3680 430.13 -51.66
15 3680 332.93 174.97
0 3681 184.9 81.01
1 3681 368.03 54.68
0 3682 -633.59 -371.4
1 3682 -500.71 -137.66
0 3683 63.31 -78.74
1 3683 197.01 -66.49
0 3684 376.15 484.71
1 3684 784.98 396.57
0 3685 -255.76 326.16
1 3685 75.61 400.7
2 3685 -533.91 41.99
15 3685 -413.08 549.19
0 3686 361.41 546.91
1 3686 787.43 468.11
5 3686 763.85 -89.74
12 3686 62.01 610.39
0 3687 381.42 481.77
1 3687 790.7 392.47
0 3688 327.73 512.01
1 3688 737.66 439.13
0 3689 26.13 -73.21
1 3689 164.04 -49.87
15 3689 10.4 41.41
0 3690 237.47 38.67
1 3690 408.7 -3.91998
13 3690 570.43 -170.08
0 3691 253.2 458.36
1 3691 638.19 401.2
14 3691 562.42 -268.43
0 3692 145.03 471.86
1 3692 523.72 443.55
0 3693 -352.07 469.5
1 3693 13.86 564.05
0 3694 267.55 -3.13001
1 3694 427.15 -55.08
7 3694 176.46 152.04
10 3694 216.59 164.82
15 3694 331.22 169.26
0 3695 345.54 467.11
1 3695 744.64 386.12
7 3695 106.35 569.79
0 3696 207.84 344.31
1 3696 549.58 296.82
6 3696 -191.93 375.38
13 3696 373.43 50.49
14 3696 541.92 -392.19
0 3697 352.63 485.12
1 3697 758.12 403.46
5 3697 757.41 -156.03
6 3697 -97.52 574.71
12 3697 64.95 540.04
14 3697 659.13 -234.93
0 3698 283.76 531.76
1 3698 693.16 471.26
0 3699 160.32 11.4
1 3699 318.86 -6.71002
15 3699 181.13 174.56
0 3700 194.55 479.72
1 3700 579.79 438.66
0 3701 46.37 38.16
1 3701 216.41 53.12
7 3701 -43.59 158.9
10 3701 -40.29 188.57
15 3701 22.91 195.4
0 3702 233.31 -199.31
1 3702 327.52 -238.82
15 3702 308.64 -102.2
0 3703 222.22 413.18
1 3703 591.4 362.13
13 3703 368.26 108.73
14 3703 534.09 -318.5
0 3704 223.83 450.13
1 3704 603.6 400.48
0 3705 152.42 525.11
1 3705 546.01 497.01
0 3706 114.98 504.61
1 3706 500.11 485.11
0 3707 188.52 534.77
1 3707 587.92 498.03
14 3707 494.43 -192.32
0 3708 220.67 445.52
1 3708 598.78 396.33
6 3708 -228.15 497.36
11 3708 351.97 -302.76
12 3708 -61.79 475.83
0 3709 354.76 540.65
1 3709 777.5 462.86
5 3709 757.19 -96.86
14 3709 655.97 -177.01
0 3710 358.53 544.07
1 3710 783.3 465.83
2 3710 17.87 312.28
14 3710 659.23 -173.17
0 3711 246.02 512.35
1 3711 644.78 460.13
0 3712 112.58 -91.83
1 3712 240.92 -94.2
0 3713 40.85 -145.89
1 3713 153.99 -124.6
7 3713 -16.99 -23.65
0 3714 519.68 -166.98
1 3714 674.98 -312.71
7 3714 411.02 12.43
12 3714 523.51 -42.91
0 3715 -469.65 -228.01
1 3715 -311.73 -57.16
0 3716 364.36 338.06
1 3716 714.92 247.31
6 3716 -10.22 409.83
0 3717 183.45 492.13
1 3717 570.08 454.78
11 3717 314.15 -263.83
0 3718 247.73 351.07
1 3718 594.84 292.7
0 3719 450.59 287.92
1 3719 778.16 173.95
10 3719 404.73 528.35
0 3720 -126.1 458.7
1 3720 236.85 499.01
2 3720 -408.05 210.99
12 3720 -435.1 441.73
0 3721 -119.12 61.58
1 3721 81.51 119.03
0 3722 -61.24 -16.58
1 3722 103.06 29.31
10 3722 -162.61 115.38
0 3723 35.06 479.34
1 3723 408.22 479.49
0 3724 -33.3 -179.88
1 3724 73.49 -134.93
0 3725 13.7 -216.73
1 3725 104.69 -184.21
10 3725 -54.4 -108.11
15 3725 11.6 -154.36
0 3726 5.12 83.57
1 3726 193.97 107.24
10 3726 -96.02 238.68
15 3726 -38.75 251.93
0 3727 -868.14 -21.18
1 3727 -578.92 230.64
0 3728 -868.68 -39.62
1 3728 -585.14 214.7
0 3729 -873.07 -24.68
1 3729 -583.73 229.1
0 3730 -866.46 -63.97
1 3730 -590.86 193.08
0 3731 -316.32 174.99
1 3731 -30.82 272.19
0 3732 -274.33 190.1
1 3732 13.78 275.55
0 3733 -787.8 49.77
1 3733 -491.36 274.97
0 3734 -458.51 87.87
1 3734 -192.16 227.97
0 3735 -865.55 -27.9
1 3735 -578.86 224.5
0 3736 -443.96 47.7
1 3736 -193.04 187.23
0 3737 -443.96 47.7
1 3737 -193.04 187.23
0 3738 -410.11 48.65
1 3738 -162.21 179.28
0 3739 -459.65 284.9
1 3739 -129.97 411.62
7 3739 -664.13 287.86
0 3740 -450.52 -5.20001
1 3740 -217.48 140.31
2 3740 -589.23 -291.84
0 3741 523.14 -140.97
1 3741 689.75 -288.02
0 3742 -0.590027 74.28
1 3742 185.49 101.01
10 3742 -102.36 227.74
0 3743 -875.58 -15.01
1 3743 -582.64 238.32
0 3744 -665.08 396.93
1 3744 -273.42 559.44
0 3745 289.98 197.14
1 3745 577.47 126.14
10 3745 224.66 403.11
0 3746 317.77 222.31
1 3746 616.8 143.39
7 3746 132.82 338.69
0 3747 247.57 336.07
1 3747 587.84 277.61
7 3747 38.42 434.26
0 3748 355.75 501.15
1 3748 766.92 420.23
6 3748 -97.2 595.62
12 3748 65.05 558.72
14 3748 660.65 -217.88
0 3749 -312.41 -124.23
1 3749 -134.31 -7.12
0 3750 -81.52 226.36
1 3750 212.54 258.74
0 3751 -408.78 -71.63
1 3751 -203.29 67.76
15 3751 -569.78 -17.71
0 3752 349.37 561.08
1 3752 776.9 486.15
14 3752 648.54 -156.49
0 3753 -8.94 116.5
1 3753 193.43 143.72
12 3753 -82.04 190.92
0 3754 228.92 -412.91
1 3754 264.48 -449.23
0 3755 -247.93 -514.76
1 3755 -216.13 -383.48
6 3755 -140.87 -710.61
0 3756 350.89 489.54
1 3756 756.98 408.55
5 3756 755.56 -151.43
14 3756 656.72 -230.2
0 3757 -568.03 6.01001
1 3757 -317.51 181.16
10 3757 -768.34 88.99
0 3758 343.89 519.45
1 3758 758.29 442.87
11 3758 457.78 -230.77
0 3759 -851.58 -164.74
1 3759 -610.87 101.59
0 3760 -465.37 293.89
1 3760 -133.74 421.51
0 3761 -449.06 -1.87
1 3761 -214.51 142.76
0 3762 -342.19 84.09
1 3762 -87.33 194.06
0 3763 204.23 511.67
1 3763 598.73 469.88
0 3764 275.35 479.79
1 3764 668.65 417.68
0 3765 191.54 518.78
1 3765 587.06 480.56
11 3765 318.54 -239.75
0 3766 283.46 491.94
1 3766 683.27 430.03
0 3767 -147.01 244.16
1 3767 154.92 293.75
0 3768 -150.9 284.11
1 3768 165.43 333.15
10 3768 -301.37 462.42
0 3769 252.47 278.27
1 3769 570.32 218.16
6 3769 -97.17 314.64
13 3769 429.87 -0.340027
14 3769 614.95 -460.01
0 3770 -246.89 -418.16
1 3770 -180.56 -296.46
15 3770 -308.55 -461.51
0 3771 -111.99 255.16
1 3771 193.26 294.99
10 3771 -252.28 430.92
15 3771 -205 469.09
0 3772 -47.3 302.8
1 3772 274.14 323.97
6 3772 -473.57 257.87
0 3773 -239.34 198.04
1 3773 49.98 273.74
0 3774 -113.47 251.62
1 3774 190.32 292.16
0 3775 286.53 -120.56
1 3775 409.2 -178.62
10 3775 249.32 32.2
0 3776 -67.35 286.98
1 3776 248.36 313.99
6 3776 -487.8 233.49
15 3776 -147.37 519.72
0 3777 -209.22 -478.05
1 3777 -168.04 -363.12
0 3778 -236.76 173.25
1 3778 43.53 249.75
0 3779 -141.04 155.47
1 3779 128.26 207.39
0 3780 -199.14 236.8
1 3780 102.07 300.43
0 3781 257.17 56.45
1 3781 436.51 7.44
0 3782 -486.24 179.57
1 3782 -185.51 319.52
0 3783 612.56 1.57001
1 3783 842.88 -172.79
0 3784 241.22 471.92
1 3784 628.66 418.45
6 3784 -211.67 534.94
12 3784 -45.6 509.49
0 3785 360.89 -51.09
1 3785 516.39 -135.08
6 3785 329.55 58.15
10 3785 329.18 119.72
12 3785 374.31 92.55
15 3785 468.5 116.49
0 3786 551.11 238.56
1 3786 853.28 96.94
7 3786 370.83 401.34
10 3786 526.74 479.35
11 3786 679.87 -484.21
15 3786 711.21 545.62
0 3787 541.27 224.65
1 3787 838 85.15
10 3787 516.13 461.96
15 3787 698.91 524.39
0 3788 -123.74 -508.22
1 3788 -101.5 -418.83
0 3789 314.32 -208.31
1 3789 408.19 -275.62
10 3789 290.6 -66.26
15 3789 421.57 -104.37
0 3790 353.49 23.65
1 3790 540.85 -58.6
15 3790 450.84 217.62
0 3791 47.66 -397.03
1 3791 91.05 -370.77
7 3791 28.7 -277.04
13 3791 455.1 -582.11
0 3792 292.87 202.55
1 3792 582.44 131.01
0 3793 364.02 -117.63
1 3793 496.31 -202.58
10 3793 339.28 42.56
0 3794 155.03 184.73
1 3794 384.32 163.56
10 3794 67.66 373.78
15 3794 156.22 413.08
0 3795 386.66 -36.31
1 3795 554.56 -129.9
10 3795 357.93 139.74
15 3795 504.6 140.25
0 3796 79.6 256.74
1 3796 383.43 244.94
0 3797 212.43 20.74
1 3797 375.66 -13.42
10 3797 150.15 187.51
15 3797 251.63 194.72
0 3798 -186.39 -489.94
1 3798 -151.89 -381.53
7 3798 -191.23 -419.23
0 3799 -36.54 137.11
1 3799 178.11 170.4
15 3799 -100.28 319.03
0 3800 -54.51 238.95
1 3800 243.12 264.18
0 3801 233.6 134.68
1 3801 442.42 91.87
10 3801 163.58 323.23
15 3801 268.96 355.31
0 3802 619.93 -8.97998
1 3802 847.03 -186.01
0 3803 578.25 -19.62
1 3803 800.57 -183.87
0 3804 245.52 104.49
1 3804 441.6 59.14
15 3804 288.05 314.09
0 3805 -63.88 187.86
1 3805 215.4 217.36
0 3806 680.56 -120.4
1 3806 876.48 -324.73
0 3807 108.07 -352.1
1 3807 165.96 -348.53
15 3807 161.34 -325.25
0 3808 261.54 -303.27
1 3808 333.01 -351.94
0 3809 10.8 -280.11
1 3809 90.66 -246.17
7 3809 -28.13 -166.88
10 3809 -50.97 -180.9
15 3809 18.78 -240.5
0 3810 -180.11 -47.76
1 3810 -14.08 32.65
12 3810 -245.33 -54.61
15 3810 -269.28 47.36
0 3811 204.76 359.14
1 3811 552.34 312.38
10 3811 109.77 588.03
0 3812 259.9 296.12
1 3812 585.52 234.01
0 3813 202.9 321.41
1 3813 535.58 275.15
0 3814 -139.74 -534.18
1 3814 -125.79 -437.2
0 3815 325.51 577.9
1 3815 755.66 510.5
2 3815 -16.8 345.81
14 3815 624.1 -141.32
0 3816 226.98 508.94
1 3816 622.74 461.36
0 3817 219.65 507.53
1 3817 614.29 461.81
0 3818 289.52 569.47
1 3818 710.93 510.27
14 3818 589.72 -151.97
0 3819 61.93 250.16
1 3819 363.37 243.25
0 3820 -439.09 95.49
1 3820 -172.12 229.73
0 3821 -116.45 353.95
1 3821 221.19 392.55
0 3822 236.09 345.8
1 3822 579.6 290.53
0 3823 548.61 232.64
1 3823 848.9 90.95
11 3823 678.97 -492.36
15 3823 708.57 536.56
0 3824 -24.11 -60.06
1 3824 122.37 -23.02
0 3825 646.33 -238.42
1 3825 786.75 -432.81
10 3825 676.97 -65.65
0 3826 -49.33 191.28
1 3826 230.55 216.67
7 3826 -217.89 258.4
10 3826 -170.13 362.18
0 3827 -130.25 -485.49
1 3827 -99.04 -395.63
0 3828 236.67 162.95
1 3828 457.75 118.89
15 3828 270.3 393.65
0 3829 209.56 -403.66
1 3829 247.96 -433.56
0 3830 125.99 -250.86
1 3830 203.25 -253.79
10 3830 78.27 -134.77
0 3831 88.19 502.99
1 3831 471.01 490.21
0 3832 -311.38 54.15
1 3832 -69.47 157.99
0 3833 -279.84 183.24
1 3833 6.13 270.44
0 3834 -462.74 127.9
1 3834 -182.08 265.86
0 3835 -454.01 130.94
1 3835 -173.08 266.46
0 3836 -782.45 6.40997
1 3836 -501.02 234.86
0 3837 355.32 584.59
1 3837 791.83 510.84
14 3837 651.87 -132.72
0 3838 -94.69 233.22
1 3838 201.94 269.21
10 3838 -227.04 407.1
0 3839 -179 229.87
1 3839 119.1 288.55
0 3840 389.92 -87.69
1 3840 536.5 -181.83
0 3841 696.47 -310.5
1 3841 813.53 -527.15
7 3841 601.81 -88.24
0 3842 747.8 -304.45
1 3842 877.5 -542.48
0 3843 -120.67 -513.55
1 3843 -100.59 -424.53
0 3844 643.22 -282.6
1 3844 764.64 -476.72
7 3844 548.92 -72.08
0 3845 417.48 -106.23
1 3845 557.57 -209.83
0 3846 322.09 54.5
1 3846 509.12 -15.8
15 3846 401.28 256.16
0 3847 675.27 -360.4
1 3847 767.55 -569.04
7 3847 594.72 -136.23
12 3847 771.45 -185.63
0 3848 342.9 -117.31
1 3848 473.44 -194.21
7 3848 263.4 50.01
0 3849 -272.08 67.89
1 3849 -28.06 160.3
0 3850 -305.18 220.05
1 3850 -4.62 311.74
0 3851 -200.51 165.89
1 3851 75.11 233.17
0 3852 604.45 -282.66
1 3852 720.62 -461.33
3 3852 597.01 -529.22
15 3852 842.72 -170.13
0 3853 -156.4 473.62
1 3853 209.43 521.37
3 3853 -566.22 -100.54
0 3854 387.03 543.26
1 3854 816.56 457.81
3 3854 -105.47 -22.31
0 3855 316.19 536.64
1 3855 731.93 468.12
2 3855 -16.61 303.04
0 3856 193.04 484.85
1 3856 579.25 444.59
9 3856 -249.26 282.94
0 3857 197.43 501
1 3857 587.97 460.42
0 3858 153.87 486.53
1 3858 536.87 456.74
11 3858 287.65 -269.75
0 3859 54.61 3.27002
1 3859 213.07 16.63
10 3859 -30.42 150.27
15 3859 38.09 149.22
0 3860 227.79 232.46
1 3860 525.87 179.68
10 3860 148.55 438.69
13 3860 420.61 -40.24
14 3860 604.94 -511.68
0 3861 312.16 535.85
1 3861 726.98 468.25
14 3861 615.06 -184.49
0 3862 163.19 514.18
1 3862 554.68 482.74
14 3862 470.78 -214.97
0 3863 351.17 552.43
1 3863 777.23 476.14
6 3863 -112.07 655.78
14 3863 651.33 -165.53
0 3864 35.01 150.29
1 3864 247.03 164.5
5 3864 641.49 -501.78
6 3864 -75.42 187.89
15 3864 -5.57001 346.96
0 3865 -455.93 95.92
1 3865 -186.27 234.84
0 3866 -161.55 176.1
1 3866 116.18 232.51
0 3867 249.93 256.73
1 3867 558.91 197.59
10 3867 172.34 469.61
14 3867 620.24 -483.16
0 3868 51.59 112
1 3868 247.32 123.15
0 3869 -215.27 -481.99
1 3869 -174.98 -364.63
0 3870 430.56 264.64
1 3870 750.54 154.67
14 3870 832.37 -459.63
0 3871 250.21 260.11
1 3871 560.67 200.74
