16 22106 83718
13 838 -177.94 -111.79
14 838 -155.5 -569.8
0 839 -343.45 429
1 839 13.04 522.38
7 839 -561.97 457.01
11 839 -156.63 -330.35
12 839 -678.69 372.44
0 840 -304.76 356.55
1 840 33.81 442.96
5 840 92.82 -303.24
7 840 -512.04 384.77
10 840 -495.13 535.76
12 840 -621.25 288.41
0 841 -307.11 429.44
1 841 48.7 514.2
2 841 -588.87 174.82
7 841 -524.84 461.57
8 841 -403.15 125.5
11 841 -125.01 -328.74
12 841 -636.44 379
14 841 14.1 -315.6
0 842 -390.96 290.31
1 842 -64.98 400.23
7 842 -591.53 303.77
10 842 -590.87 447.33
13 842 -124.66 -29.93
14 842 -82.58 -467.92
15 842 -595.68 481.31
0 843 301.42 13.79
1 843 470.51 -49.73
7 843 203.35 171.78
13 843 621.94 -189.09
15 843 377.15 196.56
0 844 294.62 6.06
1 844 460.3 -54.69
6 844 261.13 106.57
7 844 199.04 163.73
10 844 247.09 178.25
12 844 298.17 148.01
13 844 618.24 -196.25
15 844 368.21 185.65
0 845 319.81 -40.1
1 845 473.78 -110.2
7 845 228.18 120.98
10 845 280.53 127.81
15 845 409.24 125.66
0 846 53.71 -219.74
1 846 141.42 -199.97
3 846 223.85 -471.7
6 846 120.44 -203.64
7 846 11.62 -93.37
10 846 -7.53003 -107.55
12 846 120.62 -159.15
13 846 455.83 -407.63
15 846 66.29 -153.29
0 847 229.53 350.78
1 847 574.81 297.35
2 847 -36.67 120.9
7 847 18.27 445.24
8 847 45.57 88.81
13 847 390.5 57.42
14 847 563.07 -384.24
0 848 616.07 76.49
1 848 870.4 -95.1
2 848 538.61 63.2
6 848 454.92 226.91
7 848 456.72 256.58
8 848 500.96 22.55
9 848 322.42 153.4
10 848 615.54 295.49
12 848 538.9 235.91
13 848 828.87 -128.18
0 849 -21.12 63.29
1 849 163.43 95.71
3 849 -3.83002 -246.79
4 849 -226.87 -394.58
5 849 598.42 -600.43
7 849 -120.53 170.14
8 849 102.2 11.52
10 849 -124.99 212.22
12 849 -74.11 132.96
13 849 340.07 -171.29
15 849 -71.21 220.19
0 850 -34.88 63.93
1 850 151.76 100.19
4 850 -225.78 -383.61
5 850 579.08 -600.43
7 850 -136.02 168.02
8 850 86.29 5.81
10 850 -141.14 211.92
12 850 -93.61 127.37
15 850 -89.54 219.26
0 851 219.44 9.82001
1 851 379.69 -26.61
6 851 197.16 97.35
7 851 129.94 158.88
10 851 159.7 174.81
12 851 224.95 143.26
13 851 561.37 -195.43
15 851 262.38 180.35
0 852 229.89 -14.89
1 852 382.74 -54.37
2 852 376.73 57.17
7 852 144.04 136.39
15 852 280.27 149.15
0 853 116.28 75.54
1 853 296.59 69.24
5 853 768.35 -581.03
7 853 18.04 207.36
0 854 314.57 -112.99
1 854 441.68 -180.61
7 854 238.94 51.72
15 854 409.9 25.72
0 855 99.07 419.02
1 855 460.19 402.23
2 855 -193.39 167.64
3 855 -330.1 -161.84
7 855 -120.73 495.11
8 855 -78.09 124.62
13 855 268.94 107.13
0 856 -165.51 393.13
1 856 183.2 444.21
7 856 -375.67 438.56
8 856 -283.62 91.29
13 856 59.27 68.78
14 856 150.06 -353.98
0 857 -247.49 398.96
1 857 99.51 469.18
4 857 -24.92 -207.62
5 857 153.7 -259.66
10 857 -431.55 592.59
11 857 -73.48 -356.93
12 857 -563.02 347.29
13 857 -6.59998 70.4
0 858 -443.1 144.15
1 858 -158.58 276.06
5 858 -42.57 -536.09
7 858 -615.01 148.91
8 858 -480.24 -144.52
0 859 -279.67 187.34
1 859 7.87 274.34
7 859 -452.93 217.46
0 860 194.09 344.83
1 860 535.35 300.82
6 860 -209.25 372.43
10 860 98.67 569.47
0 861 282.25 335.52
1 861 624.8 267.46
6 861 -100.57 385.44
7 861 72.29 438.24
11 861 416.75 -401.5
0 862 282.25 335.52
1 862 624.8 267.46
6 862 -100.57 385.44
7 862 72.29 438.24
11 862 416.75 -401.5
0 863 207.42 352.79
1 863 552.55 305.15
2 863 -61.22 119.76
6 863 -199.22 384.91
12 863 -44.13 378.28
13 863 370.48 58.08
14 863 538.27 -382.52
0 864 112.92 437.91
1 864 480.31 416.83
2 864 -182.01 189.75
4 864 -30.02 -425.31
5 864 515.2 -213.94
6 864 -342.54 464.49
7 864 -109.88 516
8 864 -69.92 144.73
12 864 -172.71 451.79
13 864 280.45 123.33
0 865 266.44 485.46
1 865 660.4 426.71
5 865 670.46 -159.82
7 865 30.42 580.16
8 865 38.11 191.85
11 865 389.96 -265.08
12 865 -21.56 527.87
13 865 401.68 173.47
14 865 574.13 -240.04
0 866 103.22 396.89
1 866 459.46 377.75
4 866 -53.79 -415.49
7 866 -114.16 473.51
11 866 246.71 -351.3
0 867 138.03 457.39
1 867 512 430.43
4 867 -19.9 -443.45
5 867 541.09 -192.42
7 867 -87.83 538.61
8 867 -52.32 163.03
12 867 -149.33 477.93
14 867 449.25 -275.23
0 868 22.04 422.61
1 868 380.53 424.93
2 868 -264.17 169.93
5 868 423.86 -232.09
6 868 -439.72 424.8
7 868 -195.66 490.61
8 868 -137.53 127.73
12 868 -266.84 419.98
13 868 208.24 104.8
14 868 335.12 -316.59
0 869 -215.36 495.16
1 869 155.38 556.93
5 869 194.42 -155.8
7 869 -440.03 540.78
0 870 -161.25 460.82
1 870 201.64 509.55
2 870 -442.59 213.46
4 870 3.58002 -262.29
5 870 244.37 -192.42
7 870 -381.18 510.31
8 870 -283.89 158.27
12 870 -474.7 438.61
13 870 63.15 128.27
14 870 157.2 -280.8
0 871 -198.69 408.8
1 871 151.43 467.36
2 871 -476.91 150.04
5 871 203.76 -247.76
7 871 -411.54 451.84
10 871 -373.86 608.97
12 871 -507.91 370.3
14 871 118.66 -336.54
0 872 -73.05 494.37
1 872 299.8 521.81
2 872 -359.27 254.18
3 872 -488.17 -77.31
4 872 16.44 -315.86
5 872 332.61 -156.77
6 872 -560.97 499.06
7 872 -297.91 554.74
8 872 -215.81 191.95
11 872 82.23 -270.6
12 872 -382.78 491.54
14 872 243.29 -243.39
0 873 -128.64 418.41
1 873 224.18 458.94
2 873 -408.23 162.17
4 873 -23.65 -276.51
5 873 273.48 -238.14
7 873 -342.98 469.28
8 873 -255.66 118.39
11 873 34.01 -338.28
12 873 -431.35 391.11
13 873 88.63 93.45
14 873 187.44 -325
0 874 86.02 568.68
1 874 485.92 558.92
4 874 49.83 -418.29
5 874 489.68 -76.06
13 874 255.93 232.09
0 875 51.35 585.38
1 875 453.17 584.59
3 875 -382.38 22.05
5 875 456.75 -60.12
11 875 188.79 -189.82
13 875 229.13 244.3
14 875 361.78 -147.17
0 876 120.94 415.34
1 876 482.83 391.65
2 876 -171.74 164.52
3 876 -308.82 -167.37
5 876 523.48 -238.41
7 876 -99.13 494.04
9 876 -293.12 210.87
0 877 91.97 438.83
1 877 458.15 423.34
7 877 -129.57 515.67
0 878 -339.36 376.46
1 878 4.81 470.68
2 878 -621.24 107.38
7 878 -550.23 401.56
11 878 -155.09 -375.53
12 878 -665.29 307.57
0 879 -350.53 310.94
1 879 -21.41 410
7 879 -552.88 330.68
15 879 -543.46 514.68
0 880 -44.88 262.76
1 880 261.49 284.48
7 880 -231.68 324.78
10 880 -173.71 447.25
15 880 -113.35 489.21
0 881 -158.81 -89.74
1 881 -10.62 -12.58
3 881 -92.43 -445.76
6 881 -204.31 -151.03
7 881 -235.47 -8.46997
8 881 12.94 -155.78
10 881 -267.99 19.85
12 881 -196.9 -90.57
15 881 -236.07 -6.46002
0 882 -144.8 -95.85
1 882 0.159973 -22.68
3 882 -72.48 -447
7 882 -219.74 -11.85
8 882 28.64 -157.73
10 882 -251.6 14.72
12 882 -176.68 -92.81
13 882 246.53 -320.52
15 882 -215.94 -12.41
0 883 -146.78 -501.01
1 883 -119.79 -404.46
4 883 -638.82 -268.41
6 883 -31.16 -646.2
7 883 -148.3 -423.02
9 883 61.48 -428.54
0 884 34.2 -61.38
1 884 174.58 -40.77
3 884 119.36 -336.18
7 884 -39.63 58.48
8 884 198.3 -72.16
10 884 -47.83 74.13
13 884 411.02 -271.2
15 884 19.31 58.66
0 885 83.48 41.05
1 885 252.61 44.94
2 885 222.01 88.73
4 885 -254.12 -479.37
7 885 -7.58002 168.9
8 885 213.73 25.51
10 885 -0.969971 197.53
12 885 65.59 146.13
13 885 443.16 -178.78
15 885 72.71 204.88
0 886 302.41 -184.31
1 886 404.22 -247.43
2 886 503.04 -99.37
6 886 344.52 -90.19
7 886 241.42 -18.26
8 886 445.44 -132.03
10 886 274.54 -40.27
12 886 373.13 -55.75
13 886 658.91 -359.78
15 886 402.28 -73
0 887 -194.77 428.76
1 887 160.2 486.11
2 887 -474.19 174.75
5 887 209.42 -226.11
7 887 -410.15 473.12
8 887 -309.13 126.6
11 887 -25.13 -329.48
12 887 -506.63 394.72
0 888 -0.5 473.11
1 888 369.86 481.96
2 888 -289.51 229.05
4 888 -0.919983 -357.53
5 888 403.39 -178.14
6 888 -474.31 486
7 888 -223.98 540.25
8 888 -158.2 173.53
9 888 -396.03 263.2
11 888 147.96 -287.1
12 888 -299.83 476.63
13 888 189.59 146.98
14 888 312.77 -263.71
0 889 260.11 522.86
1 889 662.44 468.01
2 889 -54.47 294.82
3 889 -194.99 -38.46
4 889 12.79 -531.98
5 889 667.67 -118.23
6 889 -193.54 605.25
11 889 379.33 -232.8
12 889 -31.63 574.07
0 890 222.7 95.76
1 890 413.89 57.02
3 890 204.21 -165.04
7 890 115.19 241.43
10 890 154.87 275.5
12 890 192.86 232.87
13 890 545.39 -124.15
15 890 257.55 298.91
0 891 155.78 -49.85
1 891 295.39 -66.43
6 891 158.19 14.9
7 891 80.04 91.12
8 891 300.74 -36.44
15 891 182.96 91.01
0 892 224.12 -52.34
1 892 364.89 -90.32
6 892 223.51 30.37
7 892 145 98.38
8 892 350.49 -31.57
13 892 573.85 -248.86
15 892 277.04 96.27
0 893 188.24 -174.23
1 893 290.22 -199.36
6 893 233.28 -112.66
8 893 360.12 -138.98
10 893 142.46 -40.92
12 893 250.75 -72.88
15 893 243.62 -73.99
0 894 291.7 -238.67
1 894 377.47 -298.38
6 894 349.58 -154.53
7 894 239.48 -73.64
12 894 375.99 -123.51
15 894 395.5 -148.3
0 895 291.7 -238.67
1 895 377.47 -298.38
6 895 349.58 -154.53
7 895 239.48 -73.64
12 895 375.99 -123.51
15 895 395.5 -148.3
0 896 219.53 86.68
1 896 406.72 49.37
6 896 158.27 177.76
7 896 114.38 232.32
10 896 152.55 264.44
12 896 194.64 222.98
13 896 545.76 -131.69
15 896 254.14 286.08
0 897 141.31 -50.45
1 897 280.31 -61.86
2 897 316.54 13.31
3 897 219.28 -292.54
7 897 66.08 88.5
8 897 289.94 -38.24
10 897 75.76 97.17
13 897 505.97 -251.96
15 897 163.8 87.96
0 898 76.9 -56.36
1 898 216.14 -48.56
3 898 162.78 -315.35
7 898 3.48999 71.5
8 898 237.23 -55.48
10 898 1.46997 84.47
13 898 450.98 -262.88
15 898 76.67 71.01
0 899 134.05 -74.36
1 899 266.88 -83.7
2 899 317.85 -13.89
6 899 143.81 -18.75
7 899 62.54 63.21
8 899 289.54 -60.89
10 899 69.45 68.89
13 899 502.15 -274
15 899 156.52 54.43
0 900 190.67 -93.81
1 900 318.17 -120.75
4 900 -370.24 -566.31
6 900 204.28 -24.96
7 900 119.9 52.44
8 900 335.46 -71.94
10 900 136.8 51.74
12 900 225.2 18.49
13 900 550.67 -287.74
15 900 236.59 35.48
0 901 173 -106.54
1 901 296.04 -128.65
6 901 189.9 -46.73
0 902 -8.44 -214.57
1 902 85.49 -175.7
2 902 234.46 -195.34
3 902 156.9 -494.97
4 902 -427.36 -403.81
6 902 46.45 -224.44
7 902 -52.66 -101.1
8 902 212.07 -211.6
10 902 -80.56 -107.79
12 902 43.28 -176.6
13 902 396.81 -410.09
15 902 -17.91 -154.26
0 903 129.64 -271.2
1 903 202.82 -275.52
4 903 -503.21 -514.97
6 903 207.71 -242.81
7 903 91.89 -133.23
10 903 84.86 -158.24
12 903 215.98 -205.34
15 903 177.13 -213.3
0 904 349.88 -339.54
1 904 414.03 -420.74
10 904 344.39 -211.83
12 904 453.42 -240.18
0 905 91.02 -229.1
1 905 173.16 -220.66
2 905 350.89 -171.28
3 905 265.57 -467.64
4 905 -457.8 -488.01
6 905 165.46 -199.45
7 905 50.42 -95.55
8 905 309.29 -194.35
10 905 36.73 -113.99
12 905 167.76 -157.16
15 905 118.26 -160.77
0 906 370.29 502.1
1 906 783.93 417.22
5 906 775.57 -137.4
6 906 -82.47 598.68
8 906 108.63 209.16
11 906 485.05 -244.02
12 906 79.44 560.6
13 906 483.52 195.05
14 906 674.98 -215.88
0 907 146.78 468.64
1 907 524.84 440.1
6 907 -309.72 519.31
7 907 -81.3 550.57
12 907 -141.17 501.9
13 907 309.04 157.54
14 907 459.97 -255.47
0 908 4.07001 -267.32
1 908 87.08 -231.84
3 908 167.26 -576.3
4 908 -473.11 -405.01
6 908 60.2 -291.81
7 908 -36.63 -154.79
8 908 221.68 -275.54
10 908 -60.57 -167.12
12 908 61.62 -246.77
13 908 403.56 -461.52
15 908 7.53998 -224.16
0 909 -387.72 315.19
1 909 -55.87 422.04
5 909 2.25 -340.3
8 909 -474.23 13.68
10 909 -592.73 477.7
14 909 -78.49 -447.99
0 910 55 -101.59
1 910 182.74 -86.41
2 910 243.85 -68.28
4 910 -353.31 -454.06
6 910 64 -78.08
8 910 226.61 -104.8
9 910 98.04 37.44
13 910 434.41 -305.95
15 910 53.73 6.63
0 911 41.3 -28.26
1 911 190.76 -10.35
4 911 -297.73 -445.33
13 911 415.25 -242.61
15 911 24.74 104.9
0 912 162.85 -72.89
1 912 295.03 -91.51
2 912 342.56 -8.75
6 912 171.3 -9.73999
7 912 89.8 68.6
8 912 311.09 -56.14
10 912 103.35 74.35
13 912 525.86 -271.38
15 912 195.76 60.61
0 913 -344.03 81.68
1 913 -89.99 192.5
10 913 -506.98 203.03
0 914 -392.58 310.41
1 914 -61.9 419.88
5 914 -0.460022 -352
7 914 -595.57 325.28
10 914 -595.11 472.29
13 914 -124.58 -11.72
14 914 -81.03 -444.49
15 914 -601.3 509.88
0 915 -378.75 314.22
1 915 -47.47 420.44
7 915 -582 330.87
0 916 -397.93 334.5
1 916 -61.6 444.63
7 916 -604.81 350
8 916 -478.75 28.63
10 916 -606.05 500.75
12 916 -727.98 245.57
14 916 -84.4 -418.64
15 916 -613.71 542.45
0 917 -369.43 303.58
1 917 -41.2 407.46
5 917 21.29 -360.69
7 917 -570.81 320.5
10 917 -566.06 465.66
11 917 -185.23 -440.69
13 917 -106.38 -17.49
14 917 -59.12 -453.33
15 917 -568.22 502.73
0 918 -373.64 317.03
1 918 -42.34 420.59
4 918 -60.12 -129.88
7 918 -576.97 333.5
8 918 -457.47 9.20999
11 918 -188.08 -429.34
12 918 -695.48 225.36
15 918 -576.15 520.96
0 919 -330.44 442.39
1 919 28.82 532.74
0 920 -526.38 434.94
1 920 -160.74 570.41
7 920 -756.46 443.25
8 920 -596.91 126.56
10 920 -783.81 616.43
14 920 -198.52 -309.66
0 921 -241.41 412.07
1 921 112.87 479.72
10 921 -425.17 608.45
0 922 -165.51 393.13
1 922 183.2 444.21
2 922 -443.12 128.17
4 922 -35.63 -252.69
5 922 235.47 -266.73
7 922 -375.67 438.56
8 922 -283.62 91.29
11 922 1.67999 -361.28
12 922 -468.08 353.68
13 922 59.27 68.78
14 922 150.06 -353.98
0 923 182.31 401.61
1 923 545.03 361.04
0 924 205.42 410.74
1 924 572.64 364.2
2 924 -96.12 161.18
7 924 -18.29 498.3
8 924 0.770019 123.14
11 924 341.22 -334.94
12 924 -70.98 433.48
13 924 354.92 105.44
14 924 517.38 -322.06
0 925 497.53 407.67
1 925 866.38 289.44
2 925 276.46 293.16
3 925 135.3 -35.04
7 925 283.54 548.4
9 925 90.94 338.31
11 925 603 -323.12
0 926 249.67 451.97
1 926 632.6 395.45
2 926 -62.42 209.89
3 926 -204.47 -121.66
5 926 653.16 -195.47
6 926 -198.44 511.75
7 926 18.52 544.72
8 926 28.72 161.89
9 926 -202.52 253.63
11 926 378.57 -295.39
12 926 -33.02 487.38
13 926 389.14 144.28
14 926 559.15 -275.25
0 927 329.66 460.77
1 927 724.43 383.36
6 927 -116.74 539.8
7 927 92.18 561.66
8 927 84.77 172.77
9 927 -146.22 266.24
11 927 451.93 -283.2
12 927 46.42 509.11
13 927 452.88 157.33
0 928 150.34 -113.31
1 928 272.28 -127.28
2 928 342.35 -56.82
4 928 -378.38 -531.97
6 928 169.71 -59.11
7 928 84.11 26.45
8 928 309.49 -95.95
10 928 92.59 25.59
12 928 187.16 -14.76
15 928 184.51 3.47998
0 929 250.98 -79.23
1 929 385.56 -125.84
2 929 415.32 -7.54999
6 929 254.87 7.29999
7 929 174.09 75.71
8 929 374.25 -54.29
12 929 283.54 48.59
15 929 317.98 63.39
0 930 147.97 69.95
1 930 326.18 54.5
2 930 269.69 125.57
3 930 167.64 -187.83
4 930 -242.42 -529.88
5 930 806.43 -587.74
6 930 101.96 142.38
8 930 255.5 56.59
9 930 109.56 199.64
15 930 157.14 253.01
0 931 160.53 -114.38
1 931 282.53 -131.72
2 931 351.35 -56.03
3 931 254.83 -358.32
6 931 179.32 -57.27
10 931 104.31 25.36
15 931 198.27 3.53998
0 932 82.42 -223.55
1 932 167.55 -212.63
3 932 253.27 -466.57
4 932 -451.88 -480.6
6 932 153.36 -197.28
7 932 40.43 -92.13
10 932 25.42 -108.94
12 932 155.46 -154.38
13 932 482.01 -409.21
0 933 586.39 82.52
1 933 841.19 -79.22
6 933 416.44 222.31
7 933 426.96 256.47
8 933 472.06 16.6
9 933 293.88 144.37
12 933 501.61 232.45
15 933 778.97 331.66
0 934 232.86 -87.91
1 934 363.71 -128.69
2 934 404.17 -17.73
6 934 241.05 -6.87
7 934 158.5 64.56
12 934 267.51 34.5
15 934 293.61 49.13
0 935 347.34 -181.46
1 935 451.81 -259.96
2 935 537.4 -89.01
6 935 384.99 -73.61
7 935 283.23 -8.35998
10 935 325.78 -32.11
12 935 418.21 -41.12
15 935 464.12 -63.36
0 936 295.55 -184.01
1 936 397.24 -244.73
7 936 235.41 -19.16
8 936 441.45 -133.59
10 936 266.96 -40.33
12 936 366.24 -57.56
13 936 653.32 -360.1
15 936 392.72 -73.44
0 937 23.83 -252.55
1 937 107.41 -222.94
2 937 270.69 -242.13
3 937 191.59 -540.98
4 937 -464.76 -425.21
6 937 85.17 -262.46
7 937 -16.67 -134.85
8 937 242.71 -248.85
9 937 129.65 -103.86
10 937 -38.93 -148.01
12 937 86.16 -217.81
13 937 424.6 -444.5
15 937 31.35 -201.41
0 938 112.01 34.39
1 938 278.38 30.05
2 938 254.38 89.34
6 938 80.9 94.62
7 938 22.35 166.98
10 938 32.96 192.41
12 938 100.28 146.37
15 938 112.2 199.46
0 939 627.95 65.6
1 939 879.61 -110.06
2 939 553.96 58.24
6 939 471.84 219.79
7 939 469.86 248.48
9 939 336.25 149.83
10 939 630.41 283.94
12 939 554.1 229.84
15 939 838.77 314.31
0 940 88.76 -167.32
1 940 193.67 -160.44
3 940 222.88 -419.68
6 940 130.37 -136.78
7 940 34.7 -36.46
10 940 27.14 -43.24
12 940 138.42 -91.57
13 940 475.43 -359.83
15 940 107.12 -77.69
0 941 227.22 -92.2
1 941 356.49 -131.31
2 941 401.13 -23.42
3 941 299.02 -325.28
6 941 237.15 -13.54
7 941 154 59.14
8 941 361.31 -67.79
12 941 262.61 27.59
13 941 580.49 -283.96
15 941 287.19 42.28
0 942 89.71 517.06
1 942 476.48 504.07
2 942 -210.86 280.53
3 942 -345.57 -52.46
5 942 493.37 -129.8
8 942 -93.98 216.1
9 942 -331.58 310.86
11 942 226.61 -245.89
14 942 399.83 -215.06
0 943 162.37 -100.69
1 943 287.32 -118.37
3 943 252.89 -343.13
0 944 214.74 -109.39
1 944 339.23 -144.09
3 944 294.27 -345.52
6 944 229.75 -36.45
8 944 354.92 -84.76
12 944 253.94 5.02002
15 944 272.04 17.62
0 945 590.27 111.61
1 945 854.41 -49.3
6 945 413.15 257.01
9 945 289.76 171.49
12 945 498 266.85
15 945 780.73 373.41
0 946 658.73 -56.47
1 946 873.52 -249.6
2 946 622.44 -51.71
3 946 492.1 -355.38
6 946 541.35 96.93
7 946 516.42 136.19
8 946 568.69 -73.63
10 946 676.28 144.67
12 946 620.09 106.77
0 947 158.25 -111.78
1 947 280.74 -128.32
6 947 176.89 -54.77
8 947 315.2 -93.06
15 947 194.82 6.73999
0 948 131.99 -95.64
1 948 258.73 -104.13
2 948 320.84 -39.28
6 948 146.75 -44.06
7 948 63.83 41.56
8 948 291.35 -81.29
12 948 162.41 1.81
15 948 156.84 25.32
0 949 664.77 -109.27
1 949 863.11 -307.33
2 949 644.35 -104.29
6 949 564.22 39.52
12 949 642.25 48.95
0 950 607.23 131.42
1 950 878.53 -33.64
2 950 513.19 114.98
3 950 376.23 -198.03
6 950 429.29 285.09
7 950 440.67 307.94
8 950 480.74 65.71
9 950 300.54 195.72
10 950 601.12 358.92
12 950 513.27 294.91
13 950 813.29 -80.92
15 950 802.23 403.43
0 951 232.78 5.65997
1 951 392.19 -35.08
2 951 370.23 76.2
3 951 263.89 -231.85
6 951 210.9 96.2
7 951 143.3 156.77
8 951 338.86 15.73
10 951 175.56 171.67
12 951 239.77 141.27
13 951 572.72 -198.29
15 951 281.92 176.87
0 952 291.65 -274.35
1 952 371.56 -334.84
2 952 506.27 -226.12
6 952 347.31 -206.95
7 952 240.63 -113.33
8 952 447.23 -233.79
10 952 271.56 -144.48
12 952 376.76 -176.58
13 952 651.4 -449.69
15 952 401.19 -197.2
0 953 191.4 -90.75
1 953 320.01 -117.99
2 953 372.63 -23.61
6 953 204.13 -20.67
8 953 335.3 -68.91
12 953 225.78 23.4
15 953 237.18 39.7
0 954 321.74 549.81
1 954 742.13 481.07
5 954 722.82 -88.74
6 954 -142.6 648.38
8 954 69.24 248.35
9 954 -165.41 349.14
12 954 21.35 608.44
13 954 442.39 231.75
14 954 622.57 -169.88
0 955 607.23 131.42
1 955 878.53 -33.64
2 955 513.19 114.98
3 955 376.23 -198.03
6 955 429.29 285.09
7 955 440.67 307.94
8 955 480.74 65.71
9 955 300.54 195.72
10 955 601.12 358.92
12 955 513.27 294.91
13 955 813.29 -80.92
0 956 236.37 449.04
1 956 617.85 396.17
2 956 -74.37 205.22
8 956 18.53 158.42
12 956 -47.43 481.72
14 956 545.07 -279.74
0 957 200.29 -243.16
1 957 278.43 -270.85
2 957 451.83 -167.73
3 957 359.4 -461.37
6 957 276.8 -181.19
7 957 157.78 -91.26
9 957 274.46 -34.76
12 957 290.69 -145.41
15 957 268.78 -166.17
0 958 199.54 433.26
1 958 572.38 389.22
2 958 -103.87 186.06
5 958 602.52 -217.05
7 958 -26.56 520.48
11 958 333.62 -314.74
12 958 -81.42 459.46
13 958 349.42 124.32
14 958 510.35 -298.18
0 959 346.51 471.27
1 959 746.79 390.2
2 959 17.95 233.33
3 959 -127.85 -99.48
5 959 752.16 -171.16
6 959 -100.76 556.65
7 959 106.72 573.76
8 959 95.67 182.26
9 959 -135.6 277.35
11 959 467 -272.46
12 959 61.79 523.39
13 959 465.74 166.72
14 959 654.24 -249.7
0 960 353.52 524.13
1 960 770.83 445.25
2 960 16.26 290.5
3 960 -129.04 -41.6
5 960 756.61 -114.22
6 960 -104.56 623.27
8 960 94.13 227.83
9 960 -138.87 326.78
11 960 465.6 -226.12
12 960 57.82 583.51
13 960 468.72 212.97
14 960 655.81 -193.64
0 961 352.32 496.5
1 961 761.24 415.88
2 961 19.13 259.69
5 961 756.75 -143.67
6 961 -100.09 588.56
8 961 96.45 203.73
9 961 -135.38 301.18
12 961 62.43 552.14
13 961 469.43 188.9
14 961 657.61 -222.76
0 962 659.31 -100.42
1 962 859.92 -295.92
6 962 554.92 47.76
7 962 522.73 94.61
10 962 680.24 94.59
12 962 633.76 57.33
0 963 187.52 -171.6
1 963 290.04 -196.53
2 963 403.8 -103.06
3 963 308.1 -402.24
4 963 -431.67 -565.59
6 963 231.79 -109.87
7 963 130.94 -24.11
10 963 141.23 -37.96
12 963 249.09 -69.86
13 963 560.56 -356.11
15 963 242.31 -70.72
0 964 171.02 -70.42
1 964 304.75 -91.27
2 964 349.56 -3.34998
3 964 250.71 -307.49
6 964 179.66 -2.95001
7 964 97.89 73.19
8 964 317.17 -51.99
12 964 199.68 42.99
13 964 533.49 -267.64
15 964 206.28 64.53
0 965 364.31 543.63
1 965 790.48 463.67
2 965 23.13 312.39
6 965 -96.16 650.19
0 966 340.43 557.24
1 966 766.23 484.43
2 966 0.880005 326
3 966 -143.53 -8.84003
6 966 -124.49 662.65
9 966 -153.34 357.44
11 966 449.85 -198.23
13 966 456.92 239.34
14 966 640.28 -161.15
0 967 352.24 503.75
1 967 763.38 423.67
2 967 18.63 268.56
3 967 -127.25 -63.73
5 967 756.57 -135.8
6 967 -101.07 597.79
8 967 96.02 210.13
9 967 -136.28 308.02
11 967 467.74 -243.9
12 967 61.52 560.83
13 967 469.15 195.21
14 967 657 -215.22
0 968 125.37 -165.9
1 968 229.39 -170.72
2 968 347.62 -107.2
7 968 70.68 -28.17
13 968 508.21 -355.41
15 968 156.75 -71.27
0 969 198.57 -80.66
1 969 330.08 -110.24
2 969 375.16 -10.87
6 969 208.66 -7.02002
7 969 125.33 67.24
8 969 339.49 -58.21
10 969 144.31 68.57
12 969 231.22 36.78
13 969 556.48 -275.07
15 969 245.61 54.46
0 970 477.3 338.01
1 970 821.88 219.69
6 970 172.53 457.83
7 970 272.07 476.78
8 970 288.39 157.62
12 970 284.26 451.93
14 970 878.86 -372.27
0 971 553.12 188.61
1 971 839.53 42.98
6 971 346.57 327.96
7 971 379.04 352.46
10 971 532.51 419.67
12 971 434.93 336.4
13 971 751.31 -38.43
15 971 719.81 475.32
0 972 90.9 -112.41
1 972 214.1 -107.77
2 972 284.5 -68.8
3 972 193.4 -372.35
6 972 107.07 -77.42
7 972 25.28 17.35
8 972 260.73 -105.84
10 972 23.44 20.53
12 972 119.42 -30.08
15 972 103.16 -3.10998
0 973 275.68 -199.59
1 973 370.39 -253.34
2 973 493.67 -113.9
3 973 393.36 -409.74
8 973 435.4 -145.16
10 973 245.43 -60.44
12 973 353.46 -77.12
13 973 641.61 -374.42
15 973 366.75 -97.33
0 974 212.21 -66.33
1 974 348.44 -100.03
3 974 279.62 -298.28
6 974 216.94 12.76
7 974 136.21 83.68
13 974 566.43 -261.12
15 974 262.4 75.91
0 975 496.5 411.36
1 975 866.39 293.64
6 975 178.53 548.68
7 975 281.64 551.74
9 975 89.03 341.09
0 976 659.13 -86.06
1 976 864.42 -280.76
2 976 631.42 -82.41
6 976 551.03 63.35
7 976 520.68 108.28
8 976 576.24 -99.18
10 976 679.18 110.86
12 976 629.44 72.78
0 977 481.23 333.11
1 977 824.35 213.3
2 977 275.41 212.6
3 977 135.81 -112.31
6 977 179.29 453.72
7 977 276.91 472.26
8 977 292.83 155.51
10 977 437.61 585.47
12 977 290.49 447.14
13 977 643.27 71.24
0 978 105.37 -86.59
1 978 235.12 -86.69
2 978 292.76 -35.03
4 978 -349.65 -495.94
6 978 116.47 -41.78
7 978 36.13 46.16
8 978 267.87 -77.83
12 978 130.18 6.19
13 978 478.22 -287.41
15 978 119.08 33.78
0 979 65.51 -160.89
1 979 173.02 -147.21
2 979 284.5 -119.33
10 979 -0.659973 -38.06
12 979 109.2 -91.33
15 979 74.8 -72.21
0 980 219.66 -106.35
1 980 344.97 -142.71
2 980 398.63 -40.07
3 980 297 -341.93
6 980 233.71 -31.52
7 980 148.95 44.18
8 980 358.19 -81.42
10 980 171.62 40.95
